text,label
ጆሲ ሆስፒታል ገባ | የጠፋበት ምክንያትና የ ጄቲቪ ኪሳራ ሚስጥር  ታወቀ,1
 የአዲስ አበባ ከተማ አስተዳደር በነገው ዕለት የአረንጓዴ አሻራ የችግኝ ተከላ መርሀ ግብር ሊያከናወን መሆኑን አስታወቀ፡፡,0
ስትሮክ ምንድን ነው? መንስዔውና ምልክቶቹስ? -- ስትሮክ ምንድን ነው? “የስትሮክ በሽታ የአንጎል ውስጥ የደም መፍሰስ ሲሆን ለሞት የሚዳርግ አደገኛ በሽታ ነው። የአንጎል ሕዋሳት ሥራቸውን በአግባቡ እንዲያከናውኑ በደም ስር አማካኝነት የማያቋርጥ የኦክስጅን አቅርቦት ያስፈልጋቸዋል፤ ይሄን ሂደት በማስተጓጎል ለሞት የሚያደርሰው በሽታ ስትሮክ ይሰኛል” ያሉት በደብረ ብርሃን ሪፈራል ሆስፒታል ጠቅላላ ሐኪም ዶክተር ከተማው አሰፋ ናቸው።  - መጠነ ስርጭቱ ምን ያህል ነው? በኢትዮጵያ የስትሮክ በሽታ በከፍተኛ ፍጥነት እየተስፋፋ መምጣቱን ለቁጥር የሚያታክቱ ጥናቶች ማረጋገጥ ችለዋል። አሁን ላይ በገዳይነቱ በሁለተኛ ደረጃ ላይ እንደሚገኝ ያስረዳሉ። ዶክተር ከተማው እንደሚሉት በሽታው ከ35 ዓመት በላይ በሆናቸው ዜጎች ላይ  በሰፊው ይከሰታል። አሁን ላይም በሽታው ከተማ ገጠር፣ ሕጻን አዋቂ፣ሐብታም ደሃ ሳይል በርካቶችን በማጥቃት የዜጎችን ሕይወት የሚቀጥፍ በሽታ መሆኑን ገልጸዋል።   የአለም የጤና ድርጅት ከሰባት አመት በፊት በጥናት አስደግፎ እንደገለጸው፣ በአለም ላይ ቀዳሚ የጤና ችግር ከሆኑት የካንሰርና የልብ በሽታ ቀጥሎ በሶስተኛ ደረጃ የሚገኝ ገዳይ በሽታ መሆኑን አመላክቷል። በየአመቱ ከሃያ ሚሊዮን በላይ ሰዎች በበሽታው የሚጠቁ ሲሆን ከነዚህ ውስጥ ስድስት ሚሊዮን ሰዎች ሕይወታቸውን ያጣሉ።   ከእነዚህ መካከልም አንድ ነጥብ አምስት ሚሊዮን የሚሆኑት ችግሩ ካጋጠማቸው ጀምሮ እስከ አንድ አመት ባለው ጊዜ ውስጥ ለሕልፈት ይዳረጋሉ። በታዳጊ አገራት ደግሞ በእጅጉ ስርጭቱ የከፋ ነው። እ.ኤ.አ በ2020 በአለም ላይ ከሚከሰተው የስትሮክ በሽታ 3/4ኛው ወይም 75 በመቶው በታዳጊ አገራት ላይ ይከሰታልም ነው ያለው የአለም የጤና ድርጅት።  - የበሽታው መንስኤ ምን ይሆን? ዶክተር ከተማው እንዳሉት፤ በአንጎል ውስጥ ያሉት ጥቃቅን የደም ቅዳዎች መጥበብ ስትሮክ ሊያስከትል ይችላል። የአንድ የደም ቅዳ ተቀጥላ ሥር መዘጋት በአነስተኛ የአንጎል ክፍል ላይ ጉዳት ያስከትላል። በቦታው ያለው ሕብረ ሕዋስ እንዲሞት ያደርጋል። አንጎል ደም የሚያገኘው በአራት የደም ስሮች አማካኝነት ነው።   እነዚህ የደም ስሮች በስብ ክምችት፣ በኮሊስትሮል ሳቢያ ከጠበቡ በውስጣቸው ያለው አላስፈላጊ ነገር ይበተናል። በዚህም ከደም ጋር በመፍሰስ ወደ አንጎል የሚሄደውን የደም አቅርቦት እስከ መድፈን ይደርሳል። በአንዳንድ አጋጣሚዎችም በልብ ውስጥ የደም መርጋት ሊያጋጥም ይችላል። የረጋው ደም አንጎል ውስጥ ወደሚገኙ ደም ቅዳዎች በማምራት ስትሮክ ሊፈጥር እንደሚችል ተናግረዋል።  - የበሽታው ምልክቶች ምንድን ናቸው?  የስትሮክ በሽታ ምንም አይነት ምልክቶች ሳያሳይ ረዥም ጊዜ ሊቆይ እንደሚችል በርካታ ጥናቶች ያሳያሉ። በተለይም አነስተኛ ስትሮክ ከሆነ የበሽታ ምልክት የለውም ይላሉ። ይሁን እንጂ የአንጎል ሕብረ ሕዋስን ሊጎዳ እንደሚችልም ጥናቶች ይጠቁማሉ።  የስትሮክ በሽታ አምስት ዋነኛ ምልክቶች እንዳሉት የሚናገሩት ዶክተር ከተማው፣ በአንድ የሰውነት ጎን የሚያጋጥም ድንገተኛ የፊት፣ የእጅ፣ ወይም የእግር ድንዛዜ (ዝለት) ናቸው። እነዚህን የሰውነት ክፍሎች ማንቀሳቀስ አለመቻል ወይም ስሜት አልባ መሆን፣ ሙሉ ለሙሉ ወይም በከፊል የመንዘር ስሜት እንዲሰማ ያደርጋል። በድንገት በአንድ ወይም በሁለት አይኖች ማየት አለመቻል፤ ለመራመድ መቸገር፣ ራስ ማዞር ወይም ሚዛን መጠበቅ አለመቻል፤ መንስኤ የሌለው የራስ ምታት መፈጠር እና ግራ መጋባት፣ ለመረዳት ወይም ለመናገር መቸገር አንዳንዴም በፊት ጡንቻዎች ላይ የሚፈጠር ዝለት (መንቀጥቀጥ) ሊያስከትል እንደሚችል አስረድተዋል።  - ለበሽታው የሚያጋልጡ ሁኔታዎች ምንድን ናቸው? በሽታው በማንኛውም የእድሜ ክልል ዘር፣ ቀለምና ጾታ ሳይለይ የሚያጠቃ ቢሆንም የበለጠ ተጋላጭ የሚሆኑ የሕብረተሰብ ክፍሎች አሉ። ለምሳሌ፡- ለረዥም ጊዜ የደም ግፊት ያለባቸው ሰዎች ሳይቆጣጠሩ በሚቆዩበት ጊዜ፣ በቂ የአካል ብቃት እንቅስቃሴ አለማድረግ፣ ከመጠን ያለፈ ክብደት፣ ጤናማ ያልሆነ አመጋገብ፣ በደም ውስጥ ከፍ ያለ የቅባት መጠን መኖር፣ ተጓዳኝ የሆነ የልብ ሕመም (የደም ግፊት መጨመር)፣ ሲጋራ ማጨስ፣ ከመጠን ያለፈ መጠጣት፣ በስኳር ሕመም መያዝ ተጠቃሾች ናቸው ይላሉ ዶክተር ከተማው።  - ከላይ የተጠቀሱትን አጋላጭ ምክንያቶች በመቆጣጠር ብቻ ከ80 እስከ 90 በመቶ ስትሮክን መከላከል እንደሚቻል ጥናቶች ያሳያሉ። በተጨማሪም በሕክምና የሚታዘዙ መድሐኒቶችን በተገቢው መውሰድ (ለምሳሌ፡- ለደም ግፊት የሚወሰዱ)፣ አለማቋረጥ፣    የሕክምና ምርመራዎችን አስቀድሞ የማድረግ ልምድ ማዳበር ባለሙያዎች በመፍትሄነት ይመክራሉ።  ***ሲጠቃለል በአጠቃላይ የስትሮክ ምልክቶች በሁለት ተከፍለው ሊታዩ እንደሚችሉ ጥናቶችም ያሳያሉ። ደም ሲፈስ አንጎል ውስጥ ወይም በድንገት በሚረጋው ደም ምክንያት የደም ግፊት ይጨምራል። በዚህ ምክንያት ያለማቋረጥ ማስታወክ ሊከሰት ይችላል። ከማንቀጥቀጥም ባለፈ ሕይወትን ጥያቄ ውስጥ ሊጥል ይችላል። በደም ግፊቱ ምክንያት የሚሆን ነው። በሌላ በኩል ደግሞ የተቋረጠበት የአንጎል ክፍል በቂ ምግብና ኦክሰጂን ባለማግኘቱ የተነሳ የተለያዩ ምልክቶች ይታያሉ።   ለምሳሌ፡- የንግግርን ክፍል ከሆነ የተቋረጠበት የንግግር መዘበራረቅ፣ ምንም ቃላትን ያለማውጣት ችግር ሊከሰት ይችላል። እንቅስቃሴን የሚቆጣጠረው የአካል ክፍል ከሆነ የተጎዳው ግማሽ ጎን ፊትንም ጨምሮ መስነፍ ሊያጋጥመው ይችላል።  ሰምቶ የመመለስ ችግር ከሆነ የገጠማቸው የሚሰጡት ምላሽ ሊዘበራረቅ ይችላል።   እየነገርኩት ለምንድን ነው የማይረዳኝ በማለት ለብስጭት ይዳረጋሉ። እይታን የሚቆጣጠረው የአንጎል ክፍል በሚጎዳበት ወቅት ደግሞ በግማሽ ማየት ሊከሰት ይችላል። ምልክቶች በሚታዩበት ጊዜ በቶሎ መታከም የሚያስፈልግ ቢሆንም ወደ መጀመሪያው አቋም ላይመለስ ይችላል።   ከስድስት ደቂቃ በላይ ወደ አዕምሮ የሚሄዱ ነገሮች እንደተቋረጡ የሚቆዩበት ሁኔታ ከተፈጠረ ሕይወታቸውን ሊያሳጣ ይችላል።  በስትሮክ ሰዎች ሲጎዱ ችግሩ በራሳቸው ላይ ብቻ የሚቀር ሳይሆን ለአስታማሚዎቻቸውና ለቤተሰብ ጭምር ከፍተኛ ችግር የሚያስከትል ነው። ከዚህም ባሻገር በበሽታው የተያዘ ሰው ህይወትን በአግባቡ ለመምራት ይቸገራል። ስራን ለመስራትም ሆነ ለመንቀሳቀስ ጭምር ከፍተኛ እንቅፋት የሚፈጥር በመሆኑም ከራስ አልፎ ለአገር ጭምር ችግር የሚያስከትል እንደሆነ ባለሙያዎች ይገልጻሉ።  ምንጭ አዲስ ዘመን አርብ ጥር 15 ቀን 2012 ዓ ም | https://bit.ly/3f1wYuo,0
በትግራይ ክልል ባሉ የመንግሥት መስሪያ ቤቶች በተደረገ የክዋኔ ኦዲት ቢሮዎች ዝቅተኛ አፈፃፀም ማስመዝገባቸውን ተገለፀ፡፡ በፋይናንስ ኦዲት በኩል በክልሉ የተሻለ አፈፃፀም ቢኖርም አሁንም  ከፍተኛ የህግ ጥሰት የፈፀሙ ተቋማት መኖራቸው ነወ የተጠቆመው፡፡ እነዚህን ተቋማት ተጠያቂ ለማድረግ እየተሰራ መሆኑም ተገልጿል፡፡ አስማማው አየነው፡፡,0
የኢትዮጵያ አየር መንገድ እቃ ጫኝ አውሮፕላን በሻንጋይ አውሮፕላን ማረፊያ ውስጥ እቃ በሚጭነበት ወቅት በእሳት ተያያዘ  አዲስ አበባ፣ ሐምሌ 15፣ 2012 (ኤፍ.ቢ.ሲ) የኢትዮጵያ አየር መንገድ እቃ ጫኝ አውሮፕላን በቻይና ሻንጋይ አውሮፕላን ማረፊያ ውስጥ እቃ በሚጭነበት ወቅት በእሳት ተያያዘ።  ሁሉም የአውሮፕላኑ ሰራተኞ በመልካም ደህንነት ላይ እንደሚገኙ የኢትዮጵያ አየር መንገድ አስታውቋል።  አየር መንገዱ አደጋውን አስመልክቶ ባወጣው መግለጫ ቦይንግ 777 ኢቲ ኤ አር ኤች እቃ ጫኝ አውሮፕላን እቃ ሲጭን በነበረበት ወቅት በእሳት መያያዙን ገልጿል።  አውሮፕላኑ ከሻንጋይ ወደ ሳኦ ፓሎ መደበኛ የካርጎ በረራ ለማድረግ ዝግጅት ላይ የነበረ መሆኑ ነው የተነገረው።  በአውሮፕላኑ ላይ የተከሰተውን የእሳት አደጋ ለመቆጣጠርም ከሚመለከታቸው ሁሉም አካላት ጋር ኢትዮጵያ በትብብር መስራቷን  አየር መንገዱ አስታውቋል።  የእሳት አደጋው ምክንያትም በሚመለከታቸው አካላት እየተጣራ እንደሚገኝ ተነግሯል።,0
ምክር ቤቱ የምህረት አዋጁን አጸደቀ,0
ከአመራርነት ወደ መምህርነት የተቀየሩት አቶ በረከት ስምኦን (አንበርብር) | አሳዬ ደርቤ በድሬቲዩብ - አበባም አብቦ ሲበቃው ይደርቃል የውሃ ገበቴም እያደር ይነቃል ልብሱም ቢያጌጡበት እያጠቡት ያልቃል ሰውም ይክረም እንጂ ቦታውን ይለቃል፡፡ . በባለፉት ሃያ ሰባት ዓመታት ከኢህአዴግ ባለስልጣናት ውስጥ ከመለስ ቀጥሎ ስሙ የሚነሳ አንድ ሰው ነበረ፡፡ በረከት ስምኦን! . ይህ ሰው ‹‹የኔ›› የሚለው አገሩም፣ ብሄሩም፣ ሐይማኖቱም ሆነ ፍልስፍናው ‹አብዮታዊ ዲሞክራሲ› ነበር፡፡ አምላኩ ደግሞ መለስ ዜናዊ! ስለ ማንነቱ ብዙዎች ጽፈውለታል፡፡ . ሴረኛው ብዕረኛ ተስፋዬ ገብረ-አብ እራሱን ከበረከት ጋር ሲያወዳድረው የየዋህነት ስሜት እንደሚሰማው በጻፋቸው ማስታወሻዎቹ ላይ ገልጾልናል፡፡ | መልካም ንባብ,0
 ትኩስ መረጃ! ኦነግና ኦፌኮ አባሎቻችን እየታገኑ ነው  ሲሉ ተናገሩ!  ,1
ጠቅላይ ሚኒስትሩ ግድቡን ሸጠውታል፤  እኛ ኢትዮጵያውያን ደግሞ ገዝተንዋል፡፡ (ከስናፍቅሽ አዲስ) --- ዶክተር አብይ የታላቁ ህዳሴ ኢትዮጵያ ግድብን መሸጣቸው ሲነገር ሰንብቷል ሰውዬው በእርግጥም አድርገውታል፡፡ ግድቡን ለኢትዮጵያውያን መሸጣቸውን ግብጻውያን አረጋግጠዋል፡፡ ዶክተሩ ጠቅላይ ሚኒስትር ብዙ የሚታሙበት ነገር ቢኖር እንኳን ሀገርን በመጥላትና ኢትዮጵያን በመጉዳት ስማቸው ሊነሳ የማይገባ መሪ ነበሩ ግን መስከረም ሳይጠባ ጉድ ሰማን፤ ሰውዬው በግድብ ሽያጭ ታሙ፡፡  የታሙትን ሆነው የማያውቁ ሰው ናቸው፡፡ እዚያ ጎጠኛ ሲሏቸው አዘነበሉለት በተባሉት ጎጥ ደግሞ አሳሪና ገራፊ የሚል ስም ይወጣላቸዋል፡፡ ስመ ብዙው ጠቅላይ ሚኒስትር ከስማቸው የገጠመው ግድብ ሻጭነታቸው ነው፡፡ እውነትም እንደ ታሙት ግድቡን ለኢትዮጵያውያን ሸጡት፡፡  አንዳንዶች የፖለቲካ ኩርፊያ ስህተት አስመኛቸው ክፋት አስቃዣቸው፡፡ ግድቡ በዲፕሎማሲ ከስሮ ኢትዮጵያ አንገቷን ስትደፋ ለመመልከት የቋመጡም ነበሩ፡፡ ከዚያም ሲያልፍ ደግሞ የግብጽን ጦር ሃያልነት የነገሩን የሀገራችንን ጉድ መግባት ያረዱን ነበሩ፡፡ ኢትዮጵያ ሰው እንዳለው ሳይሆን በፈጣሪ እንደታሰበላት መልካሙ ገጠማት፡፡ | መልካም ንባብ  https://bit.ly/2WUxSTk,0
'አብይ ምንም አያመጣም '' የጃዋር አስደንጋጭ ንግግር https://www.zena365.com/watch.php?vid=d03dc337a,1
ቲክቶክ በኢትዮጵያ ለኮቪድ – 19 ምርመራ የሚውሉ 100 ሺህ ኪቶችን አበረከተ  አዲስ አበባ ፣ ነሀሴ 4 ፣ 2012 (ኤፍ ቢ ሲ) የቻይናው ቲክቶክ ኩባንያ በኢትዮጵያ ለኮቪድ-19 ምርመራ የሚያገለግሉ 100 ሺህ የምርመራ መሳሪያዎች (ኪቶች) ድጋፍ አደረገ።  ድጋፉን በኢትዮጵያ የቻይና አምባሳደር ታን ጅያን ለጤና ሚኒስትሯ ዶክተር ሊያ ታደሰ አስረክበዋል።  ዶክተር ሊያ በተረከቡበት ወቅት እንደገለጹት ድጋፉ ሃገሪቱ የመመርመር አቅሟን ለመጨመር የምታደርገውን ጥረት የሚያግዝ ነው።  በተለይ በነሃሴ ወር ለተጀመረው ማህበረሰብ አቀፍ የምርመራ ንቅናቄ የዛሬው ድጋፍ ከፍተኛ ጠቀሜታ እንዳለውም ዶክተር ሊያ ተናግረዋል።  የቻይና መንግስትና ህዝብ የኮሮና ቫይረስ ከተከሰተ ጀምሮ ለኢትዮጵያ እያደረጉት ላለው ድጋፍና አጋርነት ምስጋናቸውን አቅርበዋል።  በቀጣይም ሁለቱ ሃገራት ያላቸውን ግንኙነት በማስቀጠል በተለይ በጤናው ዘርፍ የበለጠ ተቀራርበው እንደሚሰሩም አመልክተዋል።  የዛሬውም ድጋፍ ሃገሪቱ የመመርመር አቅሟን በመጨመር ኮቪድ-19 የሚያደርሰውን ጉዳት ለመቀነሰ ለያዘችው ዕቅድ ጠቀሜታው ላቅ ያለ ነው ብለዋል።  የቻይናው አምባሳደር ሚስተር ታን ጅያን በበኩላቸው ሁለቱ ሃራት የቆየ ታሪካዊ ግንኙነት እንዳላቸው አንስተዋል።  ድጋፉ የኮቪድ-19 ወረርሽኝ በሃገሪቱ ሊያደርስ የሚችለውን ጉዳት ለመቀነስ የሚያግዝ እንደሆነ መናገራቸውን ኢዜአ ዘግቧል፡፡,0
የኢትዮጵያ እና ኩባ ግንኙነት በደም እና በአጥንት የተገነባ የማይፈርስ ግንብ ነው ሲሉ ፕሬዝዳንት ዶክተር ሙላቱ ተሾመ ተናገሩ፡፡ በቀድሞ የኩባ መሪ ፊደል ካስትሮ ስርአተ ቀብር ላይ የተገኙት ፕሬዝዳንት ዶክተር ሙላቱ ኢትዮጵያ ካለፈው በተሻለ በመጪው ጊዜ ከኩባ ጋር ያላትን ግንኙነት ማጠናከር ትፈልጋለች ብለዋል፡፡ ሰላም ሙሉጌታ ከሃቫና ተከታዩን ዘገባ አድርሶናል፡፡,0
ሰበር ዜና📌ቦሌ መንገድ በሚገኘው የፓርላማ አባላት መኖሪያ አፓርታማ አካባቢ ከሌሊት ጀምሮ #የተኩስ ልውውጥ የነበረ ሲሆን፤ሁለት የፓርላማ አባላት ህይወት ሳያልፍ አይቀርም ተባለ!  ምንጭ፦ ሪፖርተር,1
የቻይና የህክምና ባሉሙያዎች ኢትዮጵያ ገቡ  አዲስ አበባ፣ ሚያዚያ 8፣ 2012 (ኤፍ.ቢ.ሲ) ኢትዮጵያ የኮሮናቫይረስ ለመከላከል የምታደርገውን ጥረት ለመደገፍ የተላኩ የቻይና የህክምና ባለሙያዎችን አዲስ አበባ ገብተዋል።  በውስጡ 12 ልኡካንን የያዘው የቻይና የህክምና ባለሙያዎች ቡድን በዛሬው እለት ነው አዲስ አበባ የገቡት።  የህክምና ባለሙያዎቹ አዲስ አበባ ቦሌ ዓለም አቀፍ አውሮፕላን ማረፊያ ሲደርሱም የጤና ሚኒስትር ዶክተር ሊያ ታደሰ አቀባበል አድርገውላቸዋል።  እነዚህ የህክምና ባለሙያዎች በኢትዮጵያ ቆይታቸው ልምዳቸውን የሚያጋሩ ሲሆን፥ በተጨማሪም የኮሮና ቫይረስን ለመቆጣጠርና ለመከላከል የሚያስችሉ መመሪያዎችን እና ቴክኒካል ምክሮችን ለጤና ባለሙያዎች እና ለህክምና ተቋማት ያካፍላሉ ተብሏል።  ቻይና ከኢትዮጵያ በተጨማሪም የህክምና ባለሙያዎችን ወደ ቡርኪና ፋሶ መላኳም ይታወቃል።  የሀገሪቱ የውጭ ጉዳይ ሚኒስቴር ቃል አቀባይ ዝሆ ሊጂዓን፥ ቻይና ከአፍሪካ ጋር ጠንካራ ግንኙነት እንዳላት ከዚህ ቀደም መግለፃቸው ይታወሳል።  በአፍሪካ ቫይረሱን ለመከላከል እና ለመቆጣጠር እየተከናወነ ያለውን ስራ ሀገራቸው እንደምትደግፍም ቃል አቀባዩ ገልፀዋል።  በአፍሪካ ሀገራት ያለውን ሁኔታ በትኩረት እየተከታተለች መሆኑን ያስታወቀችው ቻይና ቫይረሱን ለመቆጣጠርና ለመከላከል የሚያስችሉ መሳሪያዎችን ማቅረቧም ይታወሳል። በፀጋዬ ንጉስ  ትኩስ መረጃዎችን በፍጥነት ለማግኘት የቴሌግራም ገፃችንን ሰብስክራይብ ያድርጉ! https://t.me/fanatelevision,0
መረጃ - ዶ/ር ዐቢይ በኦሮሚኛ የተናገሩት አሳፋሪ ነገር ምንድን ነው? - የአማርኛ ትርጉም https://www.sheganews.com/watch.php?vid=c57d0c36d,1
  መገናኛ ብዙሃን በሃገሪቱ በተከሰተው ለውጥ የክርክርና የሃሳብ መድረክ መሆን እንደሚገባቸው የዘርፉ ባለሙያዎች ተናገሩ፡፡,0
ዝንጅብል እንዳይጠቀሙ የሚመከሩ ሰዎች፤ ይሄን መረጃ በፍፁም ማለፍ የለበዎትም! http://www.beyeanynetu.com/watch.php?vid=9804edee6,1
ሰበር መረጃ - አሜሪካ አመረረች ዶ/ር ቴድሮስ ተጨንቀዋል ከቻይና የተሰማ ዜና 2 መልካም ዜናዎች  https://www.zena365.com/watch.php?vid=2b5fcaa94,1
የኢትዮጵያ ዴሞክራሲያዊ ፓርቲ (ኢዴፓ) የብሔራዊ ምክር ቤት አባል የሆኑት ፖለቲከኛው አቶ ልደቱ አያሌው በፖሊስ ቁጥጥር ስር መዋላቸውን ፓርቲያቸው አስታወቀ። አቶ ልደቱን ፖሊስ የያዛቸው በቅርቡ በቢሾፍቱ ከተማ ተከስቶ የነበረውን አለመረጋጋት በማስተባበርና በመደገፍ ተጠርጥረው እንደሆነ አቶ አዳነ ታደሰ የኢዴፓ ፕሬዝዳንት ለቢቢሲ ገልጸዋል። አርብ ረፋድ ላይ አዲስ አበባ ውስጥ በፌደራል ፖሊስ ተይዘው መኖሪያቸው ወደሚገኝበት የቢሾፍቱ ከተማ እንደተወሰዱ ተገልጿል። የፓርቲው ፕሬዝዳንት አቶ አዳነ የኦሮሚያ ፖሊስ አቶ ልደቱን ለመያዝ የመያዣ ትዕዛዝ ያወጣው ሐምሌ 03/2012 ዓ.ም እንደሆነና እስከ ዛሬ ሊያገኛቸው እንዳልቻለ መግለፁን ለቢቢሲ ተናግረዋል። የቢሾፍቱ ከተማ ፖሊስ ባቀረበው ክስ ምክንያት በአቶ ልደቱ ላይ የእስር ማዘዣው በቢሾፍቱ ከተማ ፍርድ ቤት የወጣ እንደሆነ አቶ አዳነ በመጨመር ገልጸዋል። https://bbc.in/2WSnmvD,0
ከመጠን ያለፈ ውፍረትና የስኳር ህመም ከፍተኛ ችግር የሆነባት የሜክሲኮዋ ግዛት ኦክሳካ ለስላሳን ጨምሮ፣ ስኳር ያላቸው መጠጦችና ጤናማ ያልሆኑ ምግቦች ለህፃናት እንዳይሸጡ እግድ አውጥታለች። ግዛቲቷ በህፃናት ከመጠን ያለፈ ውፍረት በአለም ላይ ቀዳሚ ናት ተብሏል። ይህንን ህግ የጣሱ ግለሰቦች ቅጣት ይጠብቃቸዋል፤ የንግድ ቦታዎችም እንደሚዘጉ አስጠንቅቀዋል። በተደጋጋሚ ህግ ጥሰው የሚገኙ ደግሞ ለእስር ይዳረጋሉ።  https://bbc.in/33EMIS4,0
ሰበር መረጃ - ቤታቸው በፌደራል ተከቧል | በአዲስ አበባ በህንፃ ላይ አደጋ ደረሰ | ዶ/ር አብይ መልክት አስተላለፉ https://news.ihabsha.com/watch.php?vid=a6b4cf2d5,1
ሚኒስቴሩ ከተሞች የኮሮና ወረርሽኝን ወደ መከላከል ስራ ፊታቸውን ማዞር እንዳለባቸው ገለጸ  አዲስ አበባ፣ሚያዝያ 22፣2012(ኤፍ.ቢ.ሲ) የከተማ ልማትና ኮንስትራክሽን ሚኒስቴር ከተሞች የመዋዕለ ንዋይ ዕቅዳቸውን ከልሰው ወረርሽኙን ወደ መከላከል ስራ ፊታቸውን በማዞር መስራት እንዳለባቸው ገለጸ።  ሚኒስቴሩ ዛሬ በሰጠው መግለጫ ÷መንግስት ኮቮድ 19 ወረርሽኝን ለመከላከል ከፍተኛ ጥረት እያደረገ የሚገኝ በመሆኑ ይህንኑ ተልዕኮ በመጋራት በውጤታማነት ለመከላከል እንዲቻል ከተሞች የሚጠበቅባቸውን ድረሻ መወጣት እንዳለባቸው አሳስቧል፡፡  በከተማ ልማትና ኮንንስትራክሽን ሚኒስቴር የከተሞች ገቢ ማሻሻያ፣ ፈንድ ሞቢላይዜሽንና ፋይናንስ ቢሮ ኃላፊ አቶ አምላኩ አዳሙ ÷ የከተሞች ተቋማዊና መሰረተ ልማት ማስፋፊያ ፕሮግራም (UIIDP) በአሁኑ ጊዜ በሃገሪቱ በሚገኙ 117 ከተሞች እየተተገበረ የሚገኝ ሲሆን በዚህ ዓመትም ከ3 ሺህ 610 ያለነሱ ፕሮጀክቶችን በእቅድ ይዘው እየተተገበሩ ይገኛሉ ብለዋል፡፡  ይሁን እንጂ በአሁኑ ሰዓት በአለም አቀፍ እና በሀገር አቀፍ ደረጃም ከፍተኛ ጉዳት እያደረሰ ያለው የኮሮና ቫይረስ ወረርሽኝን ለመከላከል ከተሞች ለአቅም ግንባታ ሥራ የተያዘላቸውን በጀት ወረርሽኙን ወደ መከላከል ስራ በማዞር መስራት አለባቸው ብለዋል።  ከዚያም ባለፈ ከተሞች የወረርሽኙን አስከፊነት በመገንዘብ እስከ ሰኔ 30 ቀን 2012 ዓ.ም የማይጠቀሙበት በጀት ካላቸውም ቅድሚያ ወረርሽኙን ለመከላከል ትኩረት ሰጥተው መስራት ይኖርባቸዋል ነው ያሉት።  ሃላፊው አያይዘውም በእነዚህ 117 ከተሞች እየሰሩ የሚገኙትን የፕሮጀክት ሰራተኞችና በፕሮጀክቱ በተለያዩ የስራ ዘርፍ ተሰማርተው የሚገኙትን  በርካታ የሰው ኃይል ለመታደግ ሁሉም ከተሞች ትኩረት አድረገው መስራት አለባቸው  ማለታቸውን ከከተማ ልማትና ኮንንስትራክሽን ሚኒስቴር  ያገኘነው መረጃ ያመለክታል።  ትኩስ መረጃዎችን በፍጥነት ለማግኘት የቴሌግራም ገፃችንን ሰብስክራይብ ያድርጉ! https://t.me/fanatelevision,0
አብይና ለማን? - የኦሮሚያው ተቃውሞ እና የሰብይ ሴራ በፖለቲከኞ ሲተነተን! https://www.etzena.com/watch.php?vid=4b40418d41,1
በጣም አሳዛኝ ዜና! አርቲስት ግሩም ኤርሚያስ  በመኪና አደጋ ህይወቱን አጣ!,1
በብርጋዴር ጄኔራል ሀይሉ ጎንፋና አባ ነጋ ጃራ የሚመራው የተባበረው ኦሮሞ ነፃነት ግንባር አባላት አዲስ አበባ ገብተዋል,0
በመንደር የተሰባሰቡ ህብረተሰቦች ቀጣይ ህይወት እንዲለወጥ የተሟላ የማህበራዊና ኢኮኖሚያዊ አገልግሎቶችን ማቅረብ እንደሚገባ ምክትል ጠቅላይ ሚኒስትር ደመቀ መኮንን አሳሰቡ፡፡ የፌደራል ልዩ ድጋፍ ቦርድ በ2ዐ1ዐ በጀት አመት ባለፉት አስር ወራት የታዳጊ ክልሎች የልማት አፈፃፀምን የሚመለከታቸው ባለድርሻ አካላት በተገኙበት ገምግሟል፡፡,0
እስከ ያዝነው ህዳር ወር መጨረሻ ድረስ 100 ሺህ ሜትር ኪዩብ ውሃ ወደ አዲስ አበባ የውሃ ስርጭት ስርአት እንደሚቀላቀል የአስተዳደሩ ከንቲባ ድሪባ ኩማ ተናገሩ ።  ለተጨማሪ መረጃ የሚከተለውን አድራሻ ይከተሉ  http://fanabc.com/index.php/news/item/3733-100.html,0
ለሆድ ህመም ፍቱን ነው ተብሎ የሚመከረውን የዝንጅብል አዘገጃጀት   መጀመሪያ መካከለኛ መጠን ያለው ዝንጅብል በመምረጥ በቀጫጭኑ መቁረጥ  አንድ ተለቅ ያለ የሻይ ብርጭቆ ሙቅ ውሀ ማዘጋጀት   በመቀጠልም የተቆራረጠውን ዝንጅብል በተዘጋጀው ውሀ ውስጥ በመጨመር ለሶስት ደቂቃ አብሮ ማፍላት   ከዛም ለ 2 ደቂቃ ያክል እንዲሰክን መተው  የዝንጅብሉን ቅሪት ከውሀው ውስጥ በማጥለል ማዘጋጀት  ትንሽ ማር ለጣእም መጨመር ይመከራል   ከዛም መጠጣት   የዝንጅብል ሻይን በቀን ሁለት ወይም ሶስት ጊዜ መጠጣት የሆድ ህመምን ከማስታገሱም ባሻገር የምግብ መፈጨት ስርአታችን ያሻሽላል።,0
ጠ/ሚ ዶ/ር አብይን በንግግርዋ ያንቀጠቀጠችው የስብሰባ ታዳሚ በአብይ ሰዎች ማስጠንቀቂያ ደርሶኛል  አለች!  ,1
